City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
545,senanga,-16.1167,23.2667,20.33,82,20,1.88,ZM,Sun Nov 26 21:00:43 2023
546,netley,50.8763,-1.354,10.51,94,100,1.79,GB,Sun Nov 26 21:00:43 2023
547,altamont,42.2068,-121.7372,1.55,66,0,1.03,US,Sun Nov 26 21:00:43 2023
548,imbituba,-28.24,-48.6703,19.9,93,100,4.63,BR,Sun Nov 26 21:00:43 2023
549,russkaya polyana,49.417,31.9201,-3.46,91,100,13.31,UA,Sun Nov 26 21:00:44 2023
550,sola,-13.8833,167.55,30.37,74,100,2.06,VU,Sun Nov 26 21:00:44 2023
551,dhidhdhoo,6.8833,73.1,29.01,73,36,7.24,MV,Sun Nov 26 20:57:01 2023
552,vredendal,-31.6683,18.5012,15.76,76,0,0.53,ZA,Sun Nov 26 21:00:44 2023
553,mont-dore,-22.2833,166.5833,28.99,62,72,3.83,NC,Sun Nov 26 21:00:05 2023
554,sougueur,35.1857,1.4961,2.07,70,0,1.54,DZ,Sun Nov 26 21:00:45 2023
555,nishinoomote,30.7333,131.0,20.31,72,20,7.2,JP,Sun Nov 26 21:00:45 2023
556,eirunepe,-6.6603,-69.8736,20.77,97,70,0.51,BR,Sun Nov 26 21:00:46 2023
557,tocopilla,-22.092,-70.1979,18.47,71,13,1.03,CL,Sun Nov 26 21:00:47 2023
